doi,name
https://doi.org/10.6084/m9.figshare.5788644.v1,openaire
https://doi.org/10.6084/m9.figshare.5788644,openaire
https://doi.org/10.1007/s00239-015-9684-x,openaire
https://doi.org/10.6084/m9.figshare.5788536.v1,openaire
https://doi.org/10.6084/m9.figshare.5788536,openaire
https://doi.org/10.1186/s40168-017-0387-y,openaire
https://doi.org/10.1101/104224,openaire
https://doi.org/10.6084/m9.figshare.5788662.v1,openaire
https://doi.org/10.6084/m9.figshare.5788662,openaire
https://doi.org/10.6084/m9.figshare.5788626,openaire
https://doi.org/10.6084/m9.figshare.5788626.v1,openaire
https://doi.org/10.1371/journal.pgen.1004776,openaire
https://doi.org/10.3389/fmicb.2015.00648,openaire
https://doi.org/10.1128/mbio.01032-15,openaire
https://doi.org/10.7554/elife.58061,openaire
https://doi.org/10.1016/j.mssp.2012.04.014,openaire
https://doi.org/10.1016/j.displa.2013.07.003,openaire
https://doi.org/10.1016/j.jpcs.2014.08.007,openaire
https://doi.org/10.1007/s41779-018-0223-2,openaire
https://doi.org/10.1007/s10008-012-1913-2,openaire
https://doi.org/10.1007/s10800-013-0549-y,openaire
https://doi.org/10.4028/www.scientific.net/jnanor.25.77,openaire
https://doi.org/10.1016/j.jmmm.2012.11.028,openaire
https://doi.org/10.1007/s11664-015-4318-z,openaire
https://doi.org/10.15764/er.2014.02001,openaire
https://doi.org/10.1063/1.4945202,openaire
https://doi.org/10.1016/j.jpcs.2012.04.002,openaire
https://doi.org/10.1007/s13391-017-6038-4,openaire
https://doi.org/10.1149/2.1341609jes,openaire
https://doi.org/10.12693/aphyspola.132.1261,openaire
https://doi.org/10.1016/j.spmi.2014.03.042,openaire
https://doi.org/10.1007/s10854-015-4020-1,openaire
https://doi.org/10.1504/ijse.2015.071141,openaire
https://doi.org/10.1149/2.023307jss,openaire
https://doi.org/10.4028/www.scientific.net/amm.448-453.1497,openaire
https://doi.org/10.1109/icesp.2014.7347013,openaire
https://doi.org/10.1155/2016/4396175,openaire
https://doi.org/10.1002/ece3.1859,openaire
https://doi.org/10.1016/j.ecolmodel.2013.11.012,openaire
https://doi.org/10.1139/cjfr-2015-0329,openaire
https://doi.org/10.14214/sf.1326,openaire
https://doi.org/10.5424/fs/2013222-03793,openaire
https://doi.org/10.3832/ifor0931-008,openaire
https://doi.org/10.3390/f6010065,openaire
https://doi.org/10.3762/bjnano.7.74,openaire
https://doi.org/10.1155/2013/597265,openaire
https://doi.org/10.17863/cam.10050,openaire
https://doi.org/10.1016/j.pmatsci.2017.04.006,openaire
https://doi.org/10.3390/md13074255,openaire
https://doi.org/10.3390/md12125944,openaire
https://doi.org/10.1038/ncomms6952,openaire
https://doi.org/10.1007/s11103-016-0553-9,openaire
https://doi.org/10.1186/1471-2164-15-1095,openaire
https://doi.org/10.1101/2020.03.03.974626,openaire
https://doi.org/10.3389/fpls.2017.00098,openaire
https://doi.org/10.3389/fpls.2018.01029,openaire
https://doi.org/10.7717/peerj.7879,openaire
https://doi.org/10.1109/tbdata.2016.2576463,openaire
https://doi.org/10.1145/2567948.2577323,openaire
https://doi.org/10.21437/interspeech.2015-184,openaire
https://doi.org/10.1186/1687-6180-2015-2,openaire
https://doi.org/10.1016/j.specom.2013.02.003,openaire
https://doi.org/10.21437/interspeech.2014-324,openaire
https://doi.org/10.1109/jstsp.2014.2309416,openaire
https://doi.org/10.13140/2.1.3217.2804,openaire
https://doi.org/10.21437/interspeech.2015-135,openaire
https://doi.org/10.1109/taslp.2015.2461448,openaire
https://doi.org/10.3989/loquens.2014.006,openaire
https://doi.org/10.1016/j.csl.2015.06.006,openaire
https://doi.org/10.21437/interspeech.2014-441,openaire
https://doi.org/10.13140/2.1.3020.6727,openaire
https://doi.org/10.21437/interspeech.2014-515,openaire
https://doi.org/10.1109/icassp.2015.7178814,openaire
https://doi.org/10.3389/fnins.2017.00213,openaire
https://doi.org/10.1109/icassp.2014.6854063,openaire
https://doi.org/10.13140/2.1.4069.2484,openaire
https://doi.org/10.5281/zenodo.43757,openaire
https://doi.org/10.21437/interspeech.2012-660,openaire
https://doi.org/10.21437/interspeech.2013-545,openaire
https://doi.org/10.21437/interspeech.2012-588,openaire
https://doi.org/10.1109/icassp.2013.6639220,openaire
https://doi.org/10.3390/s130810519,openaire
https://doi.org/10.1109/icassp.2013.6639188,openaire
https://doi.org/10.1109/slt.2012.6424237,openaire
https://doi.org/10.21437/interspeech.2012-445,openaire
https://doi.org/10.21437/interspeech.2013-308,openaire
https://doi.org/10.1121/1.4794394,openaire
https://doi.org/10.1371/journal.pone.0120124,openaire
https://doi.org/10.1364/josab.28.002650,openaire
https://doi.org/10.3389/fnbot.2018.00053,openaire
https://doi.org/10.1101/305334,openaire
https://doi.org/10.7554/elife.51322,openaire
https://doi.org/10.1101/2020.05.08.084053,openaire
https://doi.org/10.1371/journal.pone.0216030,openaire
https://doi.org/10.1101/612341,openaire
https://doi.org/10.3390/s21113587,openaire
https://doi.org/10.1038/s41598-020-60923-5,openaire
https://doi.org/10.1038/s41598-019-39520-8,openaire
https://doi.org/10.20944/preprints202105.0196.v1,openaire
https://doi.org/10.1162/netn_a_00086,openaire
https://doi.org/10.1101/346478,openaire
https://doi.org/10.3389/fncir.2020.541728,openaire
https://doi.org/10.1101/260950,openaire
https://doi.org/10.1038/s42256-022-00444-0,openaire
https://doi.org/10.3389/fncir.2020.00046,openaire
https://doi.org/10.3389/fninf.2019.00057,openaire
https://doi.org/10.1101/600486,openaire
https://doi.org/10.3758/s13428-021-01579-5,openaire
https://doi.org/10.1101/2020.08.01.232314,openaire
https://doi.org/10.1101/787861,openaire
https://doi.org/10.3389/fnbot.2020.589532,openaire
https://doi.org/10.3389/fnbot.2017.00020,openaire
https://doi.org/10.1109/tcds.2018.2867772,openaire
https://doi.org/10.3389/fnbot.2019.00081,openaire
https://doi.org/10.1109/tbcas.2019.2906401,openaire
https://doi.org/10.1007/s11067-017-9348-z,openaire
https://doi.org/10.1016/j.jtrangeo.2015.12.008,openaire
https://doi.org/10.1016/j.tra.2018.12.024,openaire
https://doi.org/10.1140/epjds/s13688-016-0077-1,openaire
https://doi.org/10.1371/journal.pone.0191612,openaire
https://doi.org/10.1007/s11116-015-9594-1,openaire
https://doi.org/10.3929/ethz-b-000100039,openaire
https://doi.org/10.1140/epjds/s13688-016-0073-5,openaire
https://doi.org/10.1007/s41109-017-0026-3,openaire
https://doi.org/10.1098/rsos.150449,openaire
https://doi.org/10.1038/srep12188,openaire
https://doi.org/10.1371/journal.pone.0092196,openaire
https://doi.org/10.1021/nl401277y,openaire
https://doi.org/10.1142/s0129156414500207,openaire
https://doi.org/10.1142/9789814656917_0007,openaire
https://doi.org/10.1109/nbis.2011.58,openaire
https://doi.org/10.4304/jsw.6.6.953-960,openaire
https://doi.org/10.1007/978-3-642-21064-8_1,openaire
https://doi.org/10.1145/3012429,openaire
https://doi.org/10.1016/j.websem.2012.10.001,openaire
https://doi.org/10.1093/bioinformatics/btr105,openaire
https://doi.org/10.1109/escience.2019.00042,openaire
https://doi.org/10.5220/0005341500340045,openaire
https://doi.org/10.1109/sibgrapi.2015.19,openaire
https://doi.org/10.3389/fpsyg.2014.00536,openaire
https://doi.org/10.1007/978-3-319-66595-5_4,openaire
https://doi.org/10.3389/fpsyg.2013.00214,openaire
https://doi.org/10.1051/parasite/2017020,openaire
https://doi.org/10.1007/978-3-319-25420-3_11,openaire
https://doi.org/10.3389/fnbot.2010.00006,openaire
https://doi.org/10.3389/fpsyg.2011.00005,openaire
https://doi.org/10.1101/2020.05.21.105650,openaire
https://doi.org/10.1073/pnas.2010243118,openaire
https://doi.org/10.5281/zenodo.5574304,openaire
https://doi.org/10.1109/jstqe.2016.2619325,openaire
https://doi.org/10.20868/upm.thesis.44645,openaire
https://doi.org/10.13140/rg.2.2.24701.97763,openaire
https://doi.org/10.1364/oe.24.021119,openaire
https://doi.org/10.5281/zenodo.1283193,openaire
https://doi.org/10.5281/zenodo.1283192,openaire
https://doi.org/10.5281/zenodo.1065978,openaire
https://doi.org/10.5281/zenodo.1065977,openaire
https://doi.org/10.1109/emceurope.2019.8872024,openaire
https://doi.org/10.5281/zenodo.3707742,openaire
https://doi.org/10.5281/zenodo.3707743,openaire
https://doi.org/10.5281/zenodo.902286,openaire
https://doi.org/10.5281/zenodo.902285,openaire
https://doi.org/10.5281/zenodo.3707773,openaire
https://doi.org/10.5281/zenodo.3707772,openaire
https://doi.org/10.5281/zenodo.1065965,openaire
https://doi.org/10.5281/zenodo.1065966,openaire
https://doi.org/10.1016/j.geomorph.2020.107297,openaire
https://doi.org/10.5281/zenodo.1165831,openaire
https://doi.org/10.5281/zenodo.1165832,openaire
https://doi.org/10.5281/zenodo.809929,openaire
https://doi.org/10.5281/zenodo.809928,openaire
https://doi.org/10.5281/zenodo.1026104,openaire
https://doi.org/10.5281/zenodo.1026105,openaire
https://doi.org/10.5281/zenodo.1019362,openaire
https://doi.org/10.5281/zenodo.1019363,openaire
https://doi.org/10.5281/zenodo.1473371,openaire
https://doi.org/10.5281/zenodo.1473370,openaire
https://doi.org/10.1029/2018je005854,openaire
https://doi.org/10.3390/rs14092039,openaire
https://doi.org/10.5281/zenodo.1254861,openaire
https://doi.org/10.5281/zenodo.1254860,openaire
https://doi.org/10.1126/sciadv.aba0513,openaire
https://doi.org/10.3390/e21040379,openaire
https://doi.org/10.1186/1752-0509-7-108,openaire
https://doi.org/10.1021/acssynbio.6b00304,openaire
https://doi.org/10.1101/081075,openaire
https://doi.org/10.1021/acssynbio.6b00230,openaire
https://doi.org/10.1128/msystems.00154-16,openaire
https://doi.org/10.1101/016915,openaire
https://doi.org/10.1093/nar/gkv287,openaire
https://doi.org/10.1016/j.copbio.2016.09.001,openaire
https://doi.org/10.3389/fmicb.2016.01437,openaire
https://doi.org/10.1126/sciadv.aba2728,openaire
https://doi.org/10.1016/j.jmb.2015.12.022,openaire
https://doi.org/10.1007/978-1-4939-6472-7_18,openaire
https://doi.org/10.1016/j.copbio.2017.11.004,openaire
https://doi.org/10.1016/j.dib.2016.01.022,openaire
https://doi.org/10.1021/jacs.7b11982,openaire
https://doi.org/10.1093/nar/gkx698,openaire
https://doi.org/10.3390/v12020193,openaire
https://doi.org/10.1371/journal.pone.0141640,openaire
https://doi.org/10.1002/ange.201705721,openaire
https://doi.org/10.1002/anie.201705721,openaire
https://doi.org/10.1103/physrevapplied.12.054007,openaire
https://doi.org/10.3929/ethz-b-000377760,openaire
https://doi.org/10.1016/j.apsusc.2021.150816,openaire
https://doi.org/10.3929/ethz-b-000504415,openaire
https://doi.org/10.3929/ethz-b-000282591,openaire
https://doi.org/10.1103/physrevapplied.10.024005,openaire
https://doi.org/10.1117/12.2290640,openaire
https://doi.org/10.5281/zenodo.3570540,openaire
https://doi.org/10.5281/zenodo.3570541,openaire
https://doi.org/10.1063/1.5067114,openaire
https://doi.org/10.5281/zenodo.1123404,openaire
https://doi.org/10.5281/zenodo.1123403,openaire
https://doi.org/10.5281/zenodo.1098424,openaire
https://doi.org/10.5281/zenodo.1098425,openaire
https://doi.org/10.5281/zenodo.2555003,openaire
https://doi.org/10.5281/zenodo.2555004,openaire
https://doi.org/10.1016/j.ceramint.2021.01.249,openaire
https://doi.org/10.1016/j.solener.2019.02.009,openaire
https://doi.org/10.5281/zenodo.2565633,openaire
https://doi.org/10.1109/cde.2018.8597048,openaire
https://doi.org/10.5281/zenodo.2565632,openaire
https://doi.org/10.5281/zenodo.3700605,openaire
https://doi.org/10.5281/zenodo.3700606,openaire
https://doi.org/10.3390/ma12142312,openaire
https://doi.org/10.5281/zenodo.3554439,openaire
https://doi.org/10.5281/zenodo.3554438,openaire
https://doi.org/10.5281/zenodo.3554407,openaire
https://doi.org/10.5281/zenodo.3554408,openaire
https://doi.org/10.5281/zenodo.3554427,openaire
https://doi.org/10.5281/zenodo.3554426,openaire
https://doi.org/10.5281/zenodo.1436468,openaire
https://doi.org/10.5281/zenodo.1436469,openaire
https://doi.org/10.5281/zenodo.3661061,openaire
https://doi.org/10.5281/zenodo.3661060,openaire
https://doi.org/10.5281/zenodo.3472603,openaire
https://doi.org/10.5281/zenodo.3472602,openaire
https://doi.org/10.5281/zenodo.3700500,openaire
https://doi.org/10.5281/zenodo.3700499,openaire
https://doi.org/10.5281/zenodo.2563716,openaire
https://doi.org/10.5281/zenodo.2563715,openaire
https://doi.org/10.5281/zenodo.3554461,openaire
https://doi.org/10.5281/zenodo.3554460,openaire
https://doi.org/10.5281/zenodo.3554394,openaire
https://doi.org/10.5281/zenodo.3554393,openaire
https://doi.org/10.5281/zenodo.1118271,openaire
https://doi.org/10.5281/zenodo.1118272,openaire
https://doi.org/10.1002/sia.6442,openaire
https://doi.org/10.5281/zenodo.1154775,openaire
https://doi.org/10.5281/zenodo.1154776,openaire
https://doi.org/10.5281/zenodo.1118286,openaire
https://doi.org/10.5281/zenodo.1118287,openaire
https://doi.org/10.5281/zenodo.3552263,openaire
https://doi.org/10.5281/zenodo.3552264,openaire
https://doi.org/10.5281/zenodo.3554414,openaire
https://doi.org/10.5281/zenodo.3554413,openaire
https://doi.org/10.5281/zenodo.3554442,openaire
https://doi.org/10.5281/zenodo.3554443,openaire
https://doi.org/10.5281/zenodo.2552276,openaire
https://doi.org/10.5281/zenodo.2552277,openaire
https://doi.org/10.5281/zenodo.1098423,openaire
https://doi.org/10.5281/zenodo.1098422,openaire
https://doi.org/10.5281/zenodo.1163387,openaire
https://doi.org/10.5281/zenodo.1163386,openaire
https://doi.org/10.5281/zenodo.1155502,openaire
https://doi.org/10.5281/zenodo.1155501,openaire
https://doi.org/10.1063/1.5067099,openaire
https://doi.org/10.5281/zenodo.1154732,openaire
https://doi.org/10.5281/zenodo.1154731,openaire
https://doi.org/10.5281/zenodo.1154767,openaire
https://doi.org/10.5281/zenodo.1154768,openaire
https://doi.org/10.5281/zenodo.3554464,openaire
https://doi.org/10.5281/zenodo.3554465,openaire
https://doi.org/10.5281/zenodo.1098426,openaire
https://doi.org/10.5281/zenodo.1098427,openaire
https://doi.org/10.5281/zenodo.2563607,openaire
https://doi.org/10.5281/zenodo.2563608,openaire
https://doi.org/10.5281/zenodo.2563611,openaire
https://doi.org/10.5281/zenodo.2563612,openaire
https://doi.org/10.5281/zenodo.3569425,openaire
https://doi.org/10.5281/zenodo.3569424,openaire
https://doi.org/10.5281/zenodo.3569427,openaire
https://doi.org/10.5281/zenodo.3569426,openaire
https://doi.org/10.5281/zenodo.3554954,openaire
https://doi.org/10.5281/zenodo.3554955,openaire
https://doi.org/10.5281/zenodo.3554458,openaire
https://doi.org/10.5281/zenodo.3554457,openaire
https://doi.org/10.5281/zenodo.2563713,openaire
https://doi.org/10.5281/zenodo.2563714,openaire
https://doi.org/10.5281/zenodo.1118303,openaire
https://doi.org/10.5281/zenodo.1118302,openaire
https://doi.org/10.5281/zenodo.2557347,openaire
https://doi.org/10.5281/zenodo.2557348,openaire
https://doi.org/10.5281/zenodo.1098420,openaire
https://doi.org/10.5281/zenodo.1098421,openaire
https://doi.org/10.5281/zenodo.3554402,openaire
https://doi.org/10.5281/zenodo.3554401,openaire
https://doi.org/10.5281/zenodo.3554451,openaire
https://doi.org/10.5281/zenodo.3554452,openaire
https://doi.org/10.1016/j.apenergy.2019.113935,openaire
https://doi.org/10.5281/zenodo.2563670,openaire
https://doi.org/10.5281/zenodo.2563669,openaire
https://doi.org/10.5281/zenodo.1436513,openaire
https://doi.org/10.5281/zenodo.1436514,openaire
https://doi.org/10.5281/zenodo.1289792,openaire
https://doi.org/10.5281/zenodo.1289791,openaire
https://doi.org/10.5281/zenodo.3557393,openaire
https://doi.org/10.5281/zenodo.3557394,openaire
https://doi.org/10.5281/zenodo.3472595,openaire
https://doi.org/10.5281/zenodo.3472594,openaire
https://doi.org/10.5281/zenodo.1154782,openaire
https://doi.org/10.5281/zenodo.1154781,openaire
https://doi.org/10.5281/zenodo.3590137,openaire
https://doi.org/10.5281/zenodo.3590136,openaire
https://doi.org/10.3390/ma13010029,openaire
https://doi.org/10.5281/zenodo.3483773,openaire
https://doi.org/10.5281/zenodo.3483774,openaire
https://doi.org/10.5281/zenodo.2557779,openaire
https://doi.org/10.5281/zenodo.2557780,openaire
https://doi.org/10.5281/zenodo.3554417,openaire
https://doi.org/10.1016/b978-0-12-819955-8.00012-0,openaire
https://doi.org/10.5281/zenodo.3554418,openaire
https://doi.org/10.5281/zenodo.3554444,openaire
https://doi.org/10.5281/zenodo.3554445,openaire
https://doi.org/10.1007/s11665-017-3114-8,openaire
https://doi.org/10.5281/zenodo.3557386,openaire
https://doi.org/10.5281/zenodo.3557387,openaire
https://doi.org/10.5281/zenodo.1123387,openaire
https://doi.org/10.5281/zenodo.1123344,openaire
https://doi.org/10.5281/zenodo.1123363,openaire
https://doi.org/10.5281/zenodo.1123386,openaire
https://doi.org/10.5281/zenodo.1123345,openaire
https://doi.org/10.5281/zenodo.1123362,openaire
https://doi.org/10.1063/1.5067168,openaire
https://doi.org/10.5281/zenodo.1154719,openaire
https://doi.org/10.5281/zenodo.1154720,openaire
https://doi.org/10.5281/zenodo.1306231,openaire
https://doi.org/10.5281/zenodo.1415430,openaire
https://doi.org/10.5281/zenodo.1415429,openaire
https://doi.org/10.5281/zenodo.1306232,openaire
https://doi.org/10.5281/zenodo.3570447,openaire
https://doi.org/10.5281/zenodo.3570448,openaire
https://doi.org/10.5281/zenodo.3554432,openaire
https://doi.org/10.5281/zenodo.3554433,openaire
https://doi.org/10.3390/ma13245761,openaire
https://doi.org/10.1016/j.nanoen.2019.04.039,openaire
https://doi.org/10.5281/zenodo.3694974,openaire
https://doi.org/10.5281/zenodo.3694975,openaire
https://doi.org/10.1039/c2jm33757f,openaire
https://doi.org/10.1016/j.mseb.2012.11.012,openaire
https://doi.org/10.1063/1.4867042,openaire
https://doi.org/10.1038/srep04792,openaire
https://doi.org/10.1109/pvsc-vol2.2012.6656731,openaire
https://doi.org/10.1109/jphotov.2013.2244160,openaire
https://doi.org/10.1109/pvsc-vol2.2013.6656731,openaire
https://doi.org/10.1063/1.4810859,openaire
https://doi.org/10.1143/jjap.51.02bp02,openaire
https://doi.org/10.7567/ssdm.2011.l-1-5,openaire
https://doi.org/10.7567/jjap.51.02bp02,openaire
https://doi.org/10.7567/jjap.53.04er08,openaire
https://doi.org/10.7567/ssdm.2013.ps-15-6,openaire
https://doi.org/10.1088/0022-3727/46/26/264007,openaire
https://doi.org/10.1143/jjap.51.02bp01,openaire
https://doi.org/10.7567/jjap.51.02bp01,openaire
https://doi.org/10.7567/jjap.51.10nd12,openaire
https://doi.org/10.1143/jjap.51.10nd12,openaire
https://doi.org/10.1007/978-3-030-78465-2_29,openaire
https://doi.org/10.1007/978-3-642-38541-4_5,openaire
https://doi.org/10.1007/978-3-642-30823-9_1,openaire
https://doi.org/10.1145/2465351.2465370,openaire
https://doi.org/10.1145/2405186.2405188,openaire
https://doi.org/10.1007/978-3-642-38541-4_12,openaire
https://doi.org/10.1109/dsn.2013.6575326,openaire
https://doi.org/10.1145/2460756.2460761,openaire
https://doi.org/10.1109/cec.2011.48,openaire
https://doi.org/10.1007/978-3-642-21387-8_17,openaire
https://doi.org/10.1109/dsnw.2011.5958794,openaire
https://doi.org/10.1109/ladc.2013.21,openaire
https://doi.org/10.18461/pfsd.2021.2117,openaire
https://doi.org/10.18461/ijfsd.v12i3.91,openaire
https://doi.org/10.1016/j.phpro.2015.12.122,openaire
https://doi.org/10.2139/ssrn.3199218,openaire
https://doi.org/10.1016/j.websem.2015.12.001,openaire
https://doi.org/10.1016/j.websem.2011.09.001,openaire
https://doi.org/10.2139/ssrn.3198938,openaire
https://doi.org/10.1016/j.websem.2010.11.001,openaire
https://doi.org/10.2139/ssrn.3199505,openaire
https://doi.org/10.1016/j.websem.2012.04.001,openaire
https://doi.org/10.1016/j.eswa.2017.09.015,openaire
https://doi.org/10.1371/journal.pone.0191939,openaire
https://doi.org/10.1016/j.csi.2016.02.006,openaire
https://doi.org/10.5281/zenodo.3873070,openaire
https://doi.org/10.3390/rs11222675,openaire
https://doi.org/10.5281/zenodo.3873071,openaire
https://doi.org/10.1016/j.ecolecon.2018.02.013,openaire
https://doi.org/10.17011/conference/eccb2018/107993,openaire
https://doi.org/10.1007/s13280-019-01232-8,openaire
https://doi.org/10.7717/peerj.6922,openaire
https://doi.org/10.1093/forsci/fxz014,openaire
https://doi.org/10.3390/f10050440,openaire
https://doi.org/10.1016/j.foreco.2018.11.003,openaire
https://doi.org/10.3390/f8080300,openaire
https://doi.org/10.1016/j.ecolmodel.2019.108901,openaire
https://doi.org/10.5281/zenodo.3843090,openaire
https://doi.org/10.5281/zenodo.3843089,openaire
https://doi.org/10.5281/zenodo.3843449,openaire
https://doi.org/10.1038/s41598-020-61990-4,openaire
https://doi.org/10.3390/f11020224,openaire
https://doi.org/10.5751/es-09614-220440,openaire
https://doi.org/10.3929/ethz-b-000234018,openaire
https://doi.org/10.1016/j.ejor.2019.07.017,openaire
https://doi.org/10.3390/f8070257,openaire
https://doi.org/10.3390/su9040599,openaire
https://doi.org/10.5849/fs-2016-035,openaire
https://doi.org/10.3390/su9030390,openaire
https://doi.org/10.5281/zenodo.3865185,openaire
https://doi.org/10.5281/zenodo.3865186,openaire
https://doi.org/10.3390/su9020298,openaire
https://doi.org/10.20944/preprints201805.0349.v1,openaire
https://doi.org/10.3390/f9070438,openaire
https://doi.org/10.3390/f10121079,openaire
https://doi.org/10.1111/j.1574-6976.2011.00291.x,openaire
https://doi.org/10.1371/journal.pcbi.1003172,openaire
https://doi.org/10.1073/pnas.1200030109,openaire
https://doi.org/10.1371/journal.pgen.1002222,openaire
https://doi.org/10.1371/journal.pone.0145829,openaire
https://doi.org/10.25932/publishup-44133,openaire
https://doi.org/10.1038/msb.2013.32,openaire
https://doi.org/10.1073/pnas.1203831109,openaire
https://doi.org/10.1186/1752-0509-6-126,openaire
https://doi.org/10.1038/msb.2010.44,openaire
https://doi.org/10.4161/mge.1.3.18229,openaire
https://doi.org/10.1074/jbc.m112.413849,openaire
https://doi.org/10.1371/journal.pone.0027414,openaire
https://doi.org/10.1016/j.bpj.2011.06.047,openaire
https://doi.org/10.1016/j.plasmid.2012.01.008,openaire
https://doi.org/10.1371/journal.pgen.1002073,openaire
https://doi.org/10.1371/journal.pone.0040438,openaire
https://doi.org/10.1002/anie.201510313,openaire
https://doi.org/10.1007/s11693-011-9080-9,openaire
https://doi.org/10.1371/journal.pone.0042296,openaire
https://doi.org/10.1371/journal.pcbi.1002966,openaire
https://doi.org/10.1073/pnas.1310037110,openaire
https://doi.org/10.1371/journal.pone.0065986,openaire
https://doi.org/10.1128/jb.00437-13,openaire
https://doi.org/10.1128/jcm.01555-13,openaire
https://doi.org/10.1093/jac/dkr412,openaire
https://doi.org/10.1186/1471-2164-13-56,openaire
https://doi.org/10.1016/j.plasmid.2013.03.006,openaire
https://doi.org/10.4161/mge.24263,openaire
https://doi.org/10.1093/nar/gkr616,openaire
https://doi.org/10.1098/rsif.2010.0264,openaire
https://doi.org/10.1371/journal.pcbi.1002528,openaire
https://doi.org/10.1073/pnas.1100060108,openaire
https://doi.org/10.1093/molbev/mss221,openaire
https://doi.org/10.1038/nrmicro3067,openaire
https://doi.org/10.5281/zenodo.7096006,openaire
https://doi.org/10.5281/zenodo.6616634,openaire
https://doi.org/10.5281/zenodo.6540296,openaire
https://doi.org/10.5281/zenodo.6425428,openaire
https://doi.org/10.5281/zenodo.6480294,openaire
https://doi.org/10.5281/zenodo.7096008,openaire
https://doi.org/10.5281/zenodo.6801423,openaire
https://doi.org/10.5281/zenodo.6675947,openaire
https://doi.org/10.5281/zenodo.7145429,openaire
https://doi.org/10.5281/zenodo.7060307,openaire
https://doi.org/10.5772/intechopen.97478,openaire
https://doi.org/10.5281/zenodo.4732356,openaire
https://doi.org/10.5281/zenodo.4732355,openaire
https://doi.org/10.5281/zenodo.6630566,openaire
https://doi.org/10.5281/zenodo.7277976,openaire
https://doi.org/10.5281/zenodo.6614777,openaire
https://doi.org/10.5281/zenodo.6614166,openaire
https://doi.org/10.5281/zenodo.6821845,openaire
https://doi.org/10.5281/zenodo.7242453,openaire
https://doi.org/10.3390/s110908855,openaire
https://doi.org/10.2139/ssrn.3199493,openaire
https://doi.org/10.1016/j.websem.2010.07.001,openaire
https://doi.org/10.1201/9781420069815-c12,openaire
https://doi.org/10.1201/9781420069815-23,openaire
https://doi.org/10.12688/openreseurope.14040.1,openaire
https://doi.org/10.12688/openreseurope.14040.2,openaire
https://doi.org/10.5281/zenodo.7254381,openaire
https://doi.org/10.1155/2013/983805,openaire
https://doi.org/10.1186/1472-6947-12-29,openaire
https://doi.org/10.7717/peerj.2331,openaire
https://doi.org/10.7287/peerj.preprints.1982v1,openaire
https://doi.org/10.7287/peerj.preprints.1982v2,openaire
