,0
146,https://ieeexplore.ieee.org/ielx7/4156126/8721726/08675435.pdf
147,http://arxiv.org/pdf/1610.06450
148,http://arxiv.org/pdf/1506.04889
149,http://arxiv.org/pdf/1803.06375
150,
151,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0191612&type=printable
152,https://riunet.upv.es/bitstream/10251/83635/2/Picornell_et_al_2015.pdf
153,
154,
155,
156,https://royalsocietypublishing.org/doi/pdf/10.1098/rsos.150449
157,https://www.nature.com/articles/srep12188.pdf
158,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0092196&type=printable
159,
160,https://oa.upm.es/35714/1/INVE_MEM_2014_187519.pdf
161,https://oa.upm.es/35714/1/INVE_MEM_2014_187519.pdf
162,http://arxiv.org/pdf/1603.01113
163,
164,https://link.springer.com/content/pdf/10.1007/978-3-642-21064-8_1.pdf
165,https://www.pure.ed.ac.uk/ws/files/28564153/FinalCRCwf_survey_3.pdf
166,https://oa.upm.es/29168/1/INVE_MEM_2013_168013.pdf
167,https://europepmc.org/articles/pmc3072560?pdf=render
168,https://www.pure.ed.ac.uk/ws/files/110108477/Comprehensible_Control_ATKINSON_DoA100719_AFV_Final_updated_020919.pdf
169,http://arxiv.org/pdf/1506.03844
170,http://arxiv.org/pdf/1506.03495
171,https://www.frontiersin.org/articles/10.3389/fpsyg.2014.00536/pdf
172,https://digital.csic.es/bitstream/10261/155766/4/LNAI_10315.p.60-78.pdf
173,https://www.frontiersin.org/articles/10.3389/fpsyg.2013.00214/pdf
174,https://www.parasite-journal.org/articles/parasite/pdf/2017/01/parasite160094.pdf
175,
176,https://www.frontiersin.org/articles/10.3389/fnbot.2010.00006/pdf
177,https://www.frontiersin.org/articles/10.3389/fpsyg.2011.00005/pdf
178,https://hal.inrae.fr/hal-03326624/file/Molina-PNAS-2021.pdf
179,
180,https://elib.dlr.de/108326/1/07600450.pdf
181,http://oa.upm.es/44645/1/MARIAFERNANDA_VILERA_SUAREZ.pdf
182,
183,
184,
185,
186,
187,https://www.mdpi.com/2072-4292/14/9/2039/pdf?version=1650981169
188,
189,https://www.mdpi.com/1099-4300/21/4/379/pdf?version=1554726926
190,
191,https://www.biorxiv.org/content/biorxiv/early/2016/10/14/081075.full.pdf
192,https://www.biorxiv.org/content/biorxiv/early/2016/10/14/081075.full.pdf
193,https://pubs.acs.org/doi/pdf/10.1021/acssynbio.6b00230
194,
195,https://academic.oup.com/nar/article-pdf/43/10/5158/17434327/gkv287.pdf
196,https://academic.oup.com/nar/article-pdf/43/10/5158/17434327/gkv287.pdf
197,
198,https://www.frontiersin.org/articles/10.3389/fmicb.2016.01437/pdf
199,
200,
201,
202,
203,
204,https://europepmc.org/articles/pmc6075695?pdf=render
205,https://academic.oup.com/nar/article-pdf/45/16/9797/23461598/gkx698.pdf
206,https://www.mdpi.com/1999-4915/12/2/193/pdf?version=1583043462
207,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0141640&type=printable
208,https://www.onlinelibrary.wiley.com/doi/pdfdirect/10.1002/ange.201705721
209,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/anie.201705721
210,http://link.aps.org/pdf/10.1103/PhysRevApplied.12.054007
211,
212,
213,
214,
215,http://link.aps.org/pdf/10.1103/PhysRevApplied.10.024005
216,
217,https://aip.scitation.org/doi/pdf/10.1063/1.5067114
218,
219,https://zenodo.org/record/2563612/files/GeMoOx_paper_final_ra01_solarEnergy.pdf
220,https://zenodo.org/record/2565633/files/CDE2018_Alba_definitivo.pdf
221,https://www.mdpi.com/1996-1944/12/14/2312/pdf?version=1563528213
222,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/sia.6442
223,https://zenodo.org/record/1154732/files/MoltenSiliconTPV-SolarPACES_final3.pdf
224,https://oa.upm.es/63879/1/INVE_MEM_2019_317960.pdf
225,https://www.mdpi.com/1996-1944/13/1/29/pdf?version=1577272046
226,https://zenodo.org/record/3554418/files/Session2_Gilpin_UHTES%20Workshop.pdf
227,https://link.springer.com/content/pdf/10.1007/s11665-017-3114-8.pdf
228,https://aip.scitation.org/doi/pdf/10.1063/1.5067168
229,https://www.mdpi.com/1996-1944/13/24/5761/pdf?version=1608195290
230,https://oa.upm.es/63892/1/INVE_MEM_2019_317962.pdf
231,https://oa.upm.es/16095/1/INVE_MEM_2012_132246.pdf
232,http://arxiv.org/pdf/1212.0680
233,
234,https://www.nature.com/articles/srep04792.pdf
235,
236,
237,
238,
239,
240,
241,
242,
243,
244,
245,
246,
247,
248,
249,http://repository.bilkent.edu.tr/bitstream/11693/76814/3/Human_Computer_Interaction_Challenges_in_Designing_Pandemic_Trace_Application_for_the_Effective_Knowledge_Transfer_Between_Science_and_Society_inside_the_Quadruple_Helix_Collaboration.pdf
250,https://link.springer.com/content/pdf/10.1007%2F978-3-642-38541-4_5.pdf
251,https://link.springer.com/content/pdf/10.1007/978-3-642-30823-9_1.pdf
252,https://repositorium.sdum.uminho.pt/bitstream/1822/38983/1/748.pdf
253,https://repositorium.sdum.uminho.pt/bitstream/1822/34426/1/902.pdf
254,https://link.springer.com/content/pdf/10.1007/978-3-642-38541-4_12.pdf
255,https://repositorium.sdum.uminho.pt/bitstream/1822/34365/1/905.pdf
256,https://repositorium.sdum.uminho.pt/bitstream/1822/34119/1/912.pdf
257,http://gsd.di.uminho.pt/members/jop/pdfs/CGOP11.pdf
258,https://repositorium.sdum.uminho.pt/bitstream/1822/14988/1/VOP11.pdf
259,http://gsd.di.uminho.pt/members/jop/pdfs/mvpo11.pdf
260,http://haslab.uminho.pt/rco/files/slicing_primitive.pdf
261,
262,
263,
264,
265,
266,https://oa.upm.es/14462/1/05.MultilingualismandtheWebofData.pdf
267,https://oa.upm.es/14462/1/05.MultilingualismandtheWebofData.pdf
268,https://pub.uni-bielefeld.de/download/2002936/2526065/paper_0.pdf
269,https://pub.uni-bielefeld.de/download/2002936/2526065/paper_0.pdf
270,https://oa.upm.es/14500/1/OnlineVersion.pdf
271,
272,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0191939&type=printable
273,https://riunet.upv.es/bitstream/10251/150042/3/Lizcano%3bL%c3%b3pez%3bSoriano%20-%20Implementation%20of%20end-user%20development%20success%20factors%20in%20mashup%20developm....pdf
274,https://www.mdpi.com/2072-4292/11/22/2675/pdf?version=1574239480
275,https://zenodo.org/record/3865641/files/1-s2.0-S0921800917311837-main.pdf
276,
277,https://zenodo.org/record/3873105/files/8_zegers2019_UsingForestHistoricalInfo.pdf
278,
279,https://academic.oup.com/forestscience/article-pdf/66/4/490/33635251/fxz014.pdf
280,https://www.mdpi.com/1999-4907/10/5/440/pdf?version=1559014416
281,
282,https://www.mdpi.com/1999-4907/8/8/300/pdf
283,https://upcommons.upc.edu/bitstream/2117/354904/1/MAMP-main.pdf
284,https://www.nature.com/articles/s41598-020-61990-4.pdf
285,https://www.mdpi.com/1999-4907/11/2/224/pdf?version=1583057984
286,http://www.ecologyandsociety.org/vol22/iss4/art40/ES-2017-9614.pdf
287,
288,http://arxiv.org/pdf/1909.04473
289,https://www.mdpi.com/1999-4907/8/7/257/pdf?version=1500788828
290,https://www.mdpi.com/2071-1050/9/4/599/pdf?version=1492154110
291,https://academic.oup.com/forestscience/article-pdf/63/1/49/23180511/2950.pdf
292,https://www.mdpi.com/2071-1050/9/3/390/pdf?version=1488961203
293,https://www.mdpi.com/2071-1050/9/2/298/pdf?version=1487393664
294,https://www.mdpi.com/1999-4907/9/7/438/pdf?version=1532145031
295,https://www.mdpi.com/1999-4907/9/7/438/pdf?version=1532145031
296,https://www.mdpi.com/1999-4907/10/12/1079/pdf?version=1576670332
297,https://academic.oup.com/femsre/article-pdf/35/5/936/18129306/35-5-936.pdf
298,https://journals.plos.org/ploscompbiol/article/file?id=10.1371/journal.pcbi.1003172&type=printable
299,https://www.pnas.org/content/pnas/109/38/15277.full.pdf
300,
301,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0145829&type=printable
302,
303,
304,https://www.pnas.org/content/pnas/109/38/15271.full.pdf
305,https://bmcsystbiol.biomedcentral.com/counter/pdf/10.1186/1752-0509-6-126
306,
307,https://www.tandfonline.com/doi/pdf/10.4161/mge.1.3.18229?needAccess=true
308,http://www.jbc.org/content/287/47/39925.full.pdf
309,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0027414&type=printable
310,http://www.cell.com/article/S0006349511007776/pdf
311,
312,https://journals.plos.org/plosgenetics/article/file?id=10.1371/journal.pgen.1002073&type=printable
313,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0040438&type=printable
314,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/anie.201510313
315,https://europepmc.org/articles/pmc3159697?pdf=render
316,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0042296&type=printable
317,https://journals.plos.org/ploscompbiol/article/file?id=10.1371/journal.pcbi.1002966&type=printable
318,https://www.pnas.org/content/pnas/110/33/13606.full.pdf
319,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0065986&type=printable
320,https://europepmc.org/articles/pmc3754731?pdf=render
321,https://europepmc.org/articles/pmc3811668?pdf=render
322,
323,
324,
325,https://www.tandfonline.com/doi/pdf/10.4161/mge.24263?needAccess=true
326,https://academic.oup.com/nar/article-pdf/39/20/e138/16780861/gkr616.pdf
327,https://europepmc.org/articles/pmc3033024?pdf=render
328,https://journals.plos.org/ploscompbiol/article/file?id=10.1371/journal.pcbi.1002528&type=printable
329,http://www.pnas.org/content/108/40/E784.full.pdf
330,https://europepmc.org/articles/pmc3548315?pdf=render
331,https://europepmc.org/articles/pmc6493337?pdf=render
332,
333,https://www.mdpi.com/1424-8220/11/9/8855/pdf?version=1403316134
334,
335,
336,https://oa.upm.es/3989/2/CL12_ToScan.pdf
337,https://oa.upm.es/3989/2/CL12_ToScan.pdf
338,
339,https://lup.lub.lu.se/search/files/115592953/2022_Buselli_Natural_language_processing_for_aviation_safety_extracting_knowledge_from_publicly_available_loss_of_separation_reports.pdf
340,http://downloads.hindawi.com/journals/bmri/2013/983805.pdf
341,https://bmcmedinformdecismak.biomedcentral.com/counter/pdf/10.1186/1472-6947-12-29
342,
343,
344,
345,
346,https://europepmc.org/articles/pmc3147514?pdf=render
347,https://europepmc.org/articles/pmc4110348?pdf=render
348,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0040119&type=printable
349,https://discovery.ucl.ac.uk/1399698/1/Buchsbaum_Nanoletters_final_submitted_version_2013.pdf
350,http://www.cell.com/article/S0006349513025022/pdf
351,https://www.dovepress.com/getfile.php?fileID=13385
352,https://digital.csic.es/bitstream/10261/278661/1/Gimeno_et_al_2022_preprint.pdf
353,http://arxiv.org/pdf/1901.06354
354,http://arxiv.org/pdf/1806.05517
355,http://arxiv.org/pdf/2103.00202
356,http://arxiv.org/pdf/2009.07901
357,
358,http://arxiv.org/pdf/2107.01946
359,http://link.aps.org/pdf/10.1103/PhysRevE.102.032218
360,
361,http://arxiv.org/pdf/2103.05203
362,https://www.sciencedirect.com/science/article/am/pii/S0003491618302641
363,http://arxiv.org/pdf/2201.00868
364,https://link.aps.org/accepted/10.1103/PhysRevA.99.053405
365,http://arxiv.org/pdf/2109.12612
366,http://arxiv.org/pdf/1905.05989
367,https://link.aps.org/accepted/10.1103/PhysRevA.97.061402
368,http://diposit.ub.edu/dspace/bitstream/2445/183449/1/720190.pdf
369,http://arxiv.org/pdf/2208.03613
370,https://www.sciencedirect.com/science/article/am/pii/S0167278921001706
371,http://arxiv.org/pdf/2101.01646
372,http://arxiv.org/pdf/1711.05515
373,https://link.aps.org/accepted/10.1103/PhysRevE.101.022219
374,http://arxiv.org/pdf/2101.01520
375,https://link.aps.org/accepted/10.1103/PhysRevE.98.032204
376,https://link.aps.org/accepted/10.1103/PhysRevE.97.042309
377,http://arxiv.org/pdf/2101.07665
378,http://arxiv.org/pdf/2102.12577
379,http://arxiv.org/pdf/2011.04029
380,http://arxiv.org/pdf/2011.04042
381,http://arxiv.org/pdf/2105.11100
382,https://link.aps.org/accepted/10.1103/PhysRevE.98.052219
383,https://figshare.com/articles/journal_contribution/Invariant_manifolds_and_rate_constants_in_driven_chemical_reactions/9377441/1/files/16988801.pdf
384,http://arxiv.org/pdf/1705.00250
385,http://arxiv.org/pdf/1705.00248
386,http://arxiv.org/pdf/2109.12605
387,http://arxiv.org/pdf/2002.00475
388,https://link.aps.org/accepted/10.1103/PhysRevA.95.032130
389,http://arxiv.org/pdf/1710.01849
390,http://arxiv.org/pdf/2106.09175
391,https://www.nature.com/articles/srep05112.pdf
392,https://www.mdpi.com/2218-1989/2/3/553/pdf?version=1347022920
393,https://academic.oup.com/jxb/article-pdf/65/4/995/17137449/ert451.pdf
394,
395,
396,https://www.frontiersin.org/articles/10.3389/fpls.2013.00541/pdf
397,https://www.frontiersin.org/articles/10.3389/fpls.2014.00353/pdf
398,https://www.frontiersin.org/articles/10.3389/fpls.2016.00650/pdf
399,
400,https://www.frontiersin.org/articles/10.3389/fmolb.2014.00022/pdf
401,
402,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0092299&type=printable
403,
404,
405,https://www.mdpi.com/1660-4601/17/22/8503/pdf?version=1605597325
406,https://www.aanda.org/articles/aa/pdf/2012/04/aa18660-11.pdf
407,
408,https://www.aanda.org/articles/aa/pdf/2015/06/aa26016-15.pdf
409,
410,https://www.aanda.org/articles/aa/pdf/2014/04/aa22498-13.pdf
411,https://eprints.soton.ac.uk/271587/1/research-objects-final.pdf
412,http://users.ox.ac.uk/~oerc0033/preprints/research-objects.pdf
413,
414,
415,https://www.aanda.org/articles/aa/pdf/2013/12/aa21326-13.pdf
416,http://journal.embnet.org/index.php/embnetjournal/article/download/727/1047
417,https://oa.upm.es/21854/1/1-s2_0-S0167739X13001970-main.pdf
418,https://oa.upm.es/20399/1/INVE_MEM_2012_134364.pdf
419,https://jbiomedsem.biomedcentral.com/counter/pdf/10.1186/2041-1480-4-37
420,
421,
422,
423,https://www.mdpi.com/1996-1944/13/4/939/pdf?version=1582192451
424,https://europepmc.org/articles/pmc4053539?pdf=render
425,http://downloads.hindawi.com/journals/bmri/2013/410294.pdf
426,
427,https://bmcbioinformatics.biomedcentral.com/counter/pdf/10.1186/1471-2105-10-320
428,https://link.springer.com/content/pdf/10.1007/s00607-012-0191-2.pdf
429,https://e-archivo.uc3m.es/bitstream/10016/32584/1/Computation_JAE_2015_ps.pdf
430,https://e-archivo.uc3m.es/bitstream/10016/27854/1/optimum_ASR_2015_ps.pdf
431,https://e-archivo.uc3m.es/bitstream/10016/27305/1/impact_JPP_2015_ps.pdf
432,https://www.mdpi.com/1660-4601/18/6/2842/pdf?version=1615452676
433,https://www.mdpi.com/2076-3417/11/8/3693/pdf?version=1618888575
434,https://zenodo.org/record/4055244/files/Cross-CPP%20v004.pdf
435,https://zenodo.org/record/3595264/files/TRA2020_Paper_NOESIS_fullpaper-3_ck.pdf
436,http://arxiv.org/pdf/1911.10266
437,https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2013.0136
438,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0108600&type=printable
439,
440,
441,https://www.mdpi.com/1996-1073/9/6/413/pdf?version=1464329567
442,https://polipapers.upv.es/index.php/RIAI/article/download/9238/9267
443,
444,
445,https://ascimaging.springeropen.com/track/pdf/10.1186/s40679-016-0036-8
446,https://www.nature.com/articles/srep41054.pdf
447,
448,https://www.nature.com/articles/srep27227.pdf
449,https://www.nature.com/articles/srep30364.pdf
450,
451,https://ris.utwente.nl/ws/files/30079862/Investigating_the_origin.pdf
452,http://arxiv.org/pdf/2206.08333
453,
454,https://www.nature.com/articles/s41598-017-06251-7.pdf
455,https://bib-pubdb1.desy.de/record/423708/files/publication%20Computed%20stereo%20lensless%20X-ray%20imaging.pdf
456,
457,https://www.nature.com/articles/srep44862.pdf
458,
459,
460,
461,
462,https://www.mdpi.com/2304-6732/4/2/25/pdf?version=1490928358
463,
464,
465,https://www.nature.com/articles/s41377-020-00424-2.pdf
466,http://link.aps.org/pdf/10.1103/PhysRevResearch.1.033216
467,
468,https://www.mdpi.com/2076-3417/7/11/1159/pdf
469,
470,https://link.springer.com/content/pdf/10.1007/978-3-642-17749-1_6.pdf
471,http://www.stanford.edu/class/cs227/Readings/Garp3_QR_Modeling.pdf
472,
473,
474,
475,https://oa.upm.es/6219/2/DynaLearn01.pdf
476,
477,https://oa.upm.es/7446/2/INVE_MEM_2010_76083.pdf
478,http://arxiv.org/pdf/1805.04462
479,https://www.mdpi.com/1424-8220/19/15/3251/pdf?version=1563954261
480,https://www.mdpi.com/1424-8220/14/12/23970/pdf
481,
482,
483,
484,
485,https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/464275/gs-15-13-future-ageing-trends-life-expectancy-er12.pdf
486,https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/464275/gs-15-13-future-ageing-trends-life-expectancy-er12.pdf
487,https://content.iospress.com:443/download/neurorehabilitation/nre1348?id=neurorehabilitation%2Fnre1348
488,https://www.mdpi.com/1424-8220/14/6/10213/pdf?version=1403354002
489,https://www.mdpi.com/1424-8220/12/10/14214/pdf?version=1403319761
490,https://www.frontiersin.org/articles/10.3389/fpsyg.2014.00353/pdf
491,https://www.mdpi.com/1424-8220/14/4/7277/pdf?version=1403353421
492,https://link.springer.com/content/pdf/10.1007/978-3-642-21602-2_24.pdf
493,https://link.springer.com/content/pdf/10.1007%2F978-3-642-21666-4_24.pdf
494,
495,https://www.nature.com/articles/sdata2018271.pdf
496,https://journals.plos.org/plospathogens/article/file?id=10.1371/journal.ppat.1006516&type=printable
497,https://academic.oup.com/nar/article-pdf/43/1/179/16660988/gku1297.pdf
498,https://www.frontiersin.org/articles/10.3389/fpls.2016.00641/pdf
499,https://zenodo.org/record/3676492/files/BEACON_RedefiningAgI.pdf
500,https://www.nature.com/articles/s41597-021-00901-2.pdf
501,https://nhess.copernicus.org/articles/20/21/2020/nhess-20-21-2020.pdf
502,https://nhess.copernicus.org/articles/19/1685/2019/nhess-19-1685-2019.pdf
503,
504,
